onset	duration	list	word	memory_cue
23.33196731	3	A	MIXER	remember
29.33217491	3	A	TIRE	remember
35.33985983	3	A	WEDDING	remember
41.33195806	3	A	ANIMAL	remember
47.33250872	3	A	JOCKEY	remember
53.33199127	3	A	CUISINE	remember
59.33270631	3	A	LUNCH	remember
65.34030491	3	A	TEAM	remember
71.33980728	3	A	HARNESS	remember
77.34023415	3	A	TEACHER	remember
83.33213365	3	A	SLEET	remember
89.33971038	3	A	CELL	remember
95.33980863	3	A	DATE	remember
101.3408645	3	A	HOUND	remember
107.3404336	3	A	CHART	remember
113.3327228	3	A	GUARD	remember
127.3408403	3	B	COFFEE	n/a
133.3400499	3	B	FLOOR	n/a
139.3401891	3	B	VALLEY	n/a
145.3403869	3	B	FERRY	n/a
151.339792	3	B	CAFE	n/a
157.3398323	3	B	FRIEND	n/a
163.3400516	3	B	EATING	n/a
169.3402673	3	B	CLOTH	n/a
175.3408863	3	B	QUEEN	n/a
181.3395731	3	B	POWDER	n/a
187.3401527	3	B	EASEL	n/a
193.3396864	3	B	HEROIN	n/a
199.3403541	3	B	HEXAGON	n/a
205.3425731	3	B	MUSIC	n/a
211.3401179	3	B	SCRATCH	n/a
217.3406721	3	B	MINER	n/a
