onset	duration	list	word	memory_cue
23.25016509	3	A	MACHINE	forget
31.25083712	3	A	CUP	forget
37.25015281	3	A	MANTLE	forget
43.25003865	3	A	YARD	forget
49.25014759	3	A	RECORD	forget
55.25957011	3	A	PATIENT	forget
61.24909982	3	A	DUMMY	forget
67.24952351	3	A	LIQUID	forget
73.24953725	3	A	AVENUE	forget
79.25712458	3	A	RULER	forget
85.25815704	3	A	FLOOD	forget
91.25091164	3	A	HUSBAND	forget
97.24942809	3	A	GROUND	forget
103.2583908	3	A	INCENSE	forget
109.2578773	3	A	CHAIN	forget
115.2581102	3	A	WEATHER	forget
129.2590029	3	B	PRINCE	n/a
135.2573502	3	B	STAFF	n/a
141.2575781	3	B	LAKE	n/a
147.2584223	3	B	DRIVER	n/a
153.2580087	3	B	WIRE	n/a
159.2572061	3	B	MONARCH	n/a
165.2570952	3	B	MANOR	n/a
171.2574957	3	B	TRACTOR	n/a
177.2577883	3	B	IVY	n/a
183.258286	3	B	PIER	n/a
189.2577791	3	B	VILLAGE	n/a
195.2575489	3	B	CRYSTAL	n/a
201.2582306	3	B	SCREAM	n/a
207.2574119	3	B	NAVY	n/a
213.2589043	3	B	ESSAY	n/a
219.2575951	3	B	CLOUD	n/a
