onset	duration	word	list	memory_cue
24.74730382	3	SISTER	A	remember
30.74727595	3	STATION	A	remember
36.74692372	3	LAP	A	remember
42.74630158	3	BREEZE	A	remember
48.74794968	3	CRYPT	A	remember
54.74723259	3	EVENING	A	remember
60.746312	3	GATE	A	remember
66.74776565	3	SIGNAL	A	remember
74.74724613	3	PLANE	A	remember
80.74657682	3	SALUTE	A	remember
86.7462483	3	CROWD	A	remember
92.74740253	3	SODA	A	remember
98.74663166	3	CAVERN	A	remember
104.746829	3	THIMBLE	A	remember
110.7467515	3	ULCER	A	remember
116.7465749	3	CLAY	A	remember
130.7465032	3	TEMPLE	B	n/a
136.7473134	3	PRISON	B	n/a
142.7473745	3	FORT	B	n/a
148.746925	3	SALTY	B	n/a
154.746813	3	TEST	B	n/a
160.7474401	3	DIVE	B	n/a
166.7466941	3	VEHICLE	B	n/a
172.7466837	3	DIVING	B	n/a
178.7475969	3	ENGINE	B	n/a
184.7468103	3	DRINK	B	n/a
190.7462655	3	CABIN	B	n/a
196.7470385	3	GIFT	B	n/a
202.7465496	3	FARM	B	n/a
208.7549584	3	RIFLE	B	n/a
214.7464734	3	TRIAL	B	n/a
220.7468434	3	THROAT	B	n/a
