onset	duration	word	list	memory_cue
24.45848146	3	GROCER	A	remember
30.45979711	3	BRANCH	A	remember
36.4604274	3	SIREN	A	remember
42.4583162	3	LECTURE	A	remember
48.45907593	3	MUSCLE	A	remember
54.45893001	3	MURAL	A	remember
60.46674519	3	BOSOM	A	remember
66.46693165	3	MERMAID	A	remember
72.45878516	3	PRIEST	A	remember
78.45790415	3	DRESSER	A	remember
84.46748186	3	GARMENT	A	remember
90.46704705	3	NURSERY	A	remember
96.46697702	3	TAILOR	A	remember
102.4583939	3	HALL	A	remember
108.4592163	3	WRITING	A	remember
114.4668634	3	ROUND	A	remember
128.4663302	3	UNIFORM	B	n/a
134.4590655	3	MAPLE	B	n/a
140.4680281	3	COAST	B	n/a
146.4664786	3	WHISPER	B	n/a
152.4668228	3	PARK	B	n/a
158.4666824	3	LUMBER	B	n/a
164.4659701	3	DRESS	B	n/a
170.4664071	3	DOORWAY	B	n/a
176.4663228	3	SOUND	B	n/a
182.4678802	3	SMOKE	B	n/a
188.4671683	3	DARK	B	n/a
194.466013	3	VIOLET	B	n/a
200.4669001	3	PENNY	B	n/a
206.466189	3	PASSAGE	B	n/a
212.4673388	3	CHIEF	B	n/a
218.4664252	3	BATTLE	B	n/a
