onset	duration	word	list	memory_cue
18.53515254	3	WINTER	A	forget
26.53478492	3	LEADER	A	forget
32.53392784	3	KID	A	forget
38.53439198	3	BRONZE	A	forget
44.53453735	3	SLAP	A	forget
50.53418106	3	SMILE	A	forget
56.53511528	3	GRAVY	A	forget
62.534388	3	SPONGE	A	forget
68.53376269	3	ARMY	A	forget
74.53405345	3	ANGLE	A	forget
80.5339263	3	JOURNAL	A	forget
86.54277551	3	MASTER	A	forget
92.53397254	3	OVEN	A	forget
98.53380597	3	BRAIN	A	forget
104.5342761	3	PARADE	A	forget
110.5343956	3	SIGN	A	forget
124.542587	3	WALKING	B	n/a
130.5338236	3	AXLE	B	n/a
136.5343676	3	GALLON	B	n/a
142.5429238	3	LOBBY	B	n/a
148.5420707	3	LETTER	B	n/a
154.5427379	3	PLANET	B	n/a
160.5419382	3	GAS	B	n/a
166.5428642	3	DUST	B	n/a
172.5428582	3	SONG	B	n/a
178.5420395	3	DIRT	B	n/a
184.5434908	3	HOCKEY	B	n/a
190.5421253	3	CELLAR	B	n/a
196.5418924	3	TOOL	B	n/a
202.5420147	3	CHEST	B	n/a
208.5419843	3	INJURY	B	n/a
214.5425193	3	DUSK	B	n/a
