onset	duration	list	word	memory_cue
17.5917583	3	A	ULCER	remember
25.59834102	3	A	THIMBLE	remember
31.59066975	3	A	SALUTE	remember
37.59150671	3	A	CROWD	remember
43.59082235	3	A	SISTER	remember
49.59100301	3	A	CAVERN	remember
55.59895148	3	A	CLAY	remember
61.59930921	3	A	LAP	remember
67.59045042	3	A	BREEZE	remember
73.59091518	3	A	GATE	remember
79.59122234	3	A	SIGNAL	remember
85.60016839	3	A	SODA	remember
91.59886567	3	A	STATION	remember
97.59878766	3	A	CRYPT	remember
103.5913806	3	A	EVENING	remember
109.5988143	3	A	PLANE	remember
123.5997867	3	B	SONG	n/a
129.5989196	3	B	DUSK	n/a
135.6005008	3	B	HOCKEY	n/a
141.5984668	3	B	LOBBY	n/a
147.5990978	3	B	DIRT	n/a
153.5994465	3	B	PLANET	n/a
159.5994841	3	B	DUST	n/a
165.5984775	3	B	CELLAR	n/a
171.5992896	3	B	CHEST	n/a
177.5990355	3	B	INJURY	n/a
183.5984054	3	B	GAS	n/a
189.5992915	3	B	AXLE	n/a
195.5993267	3	B	WALKING	n/a
201.5995064	3	B	TOOL	n/a
207.5987098	3	B	LETTER	n/a
213.6001304	3	B	GALLON	n/a
