onset	duration	list	word	memory_cue
22.9098341	3	A	EARTH	remember
28.90991458	3	A	UNCLE	remember
34.90988964	3	A	LAWYER	remember
40.91126068	3	A	ADULT	remember
46.91295424	3	A	RADIO	remember
52.91110533	3	A	SPIKE	remember
58.90993351	3	A	IRON	remember
64.90999583	3	A	SPEAKER	remember
70.91105944	3	A	BLACK	remember
76.9110164	3	A	HOTEL	remember
82.91005284	3	A	CANNON	remember
88.91030133	3	A	BELLY	remember
94.91045957	3	A	COLOR	remember
100.9104846	3	A	COLONEL	remember
106.9108044	3	A	YELLOW	remember
112.910573	3	A	PUPIL	remember
126.9104835	3	B	FLOOD	n/a
132.9099819	3	B	AVENUE	n/a
138.9110129	3	B	RULER	n/a
144.9182635	3	B	GROUND	n/a
150.9188429	3	B	HUSBAND	n/a
156.9098541	3	B	MACHINE	n/a
162.9102188	3	B	DUMMY	n/a
168.9183311	3	B	CHAIN	n/a
174.9181636	3	B	YARD	n/a
180.9189375	3	B	INCENSE	n/a
186.9105035	3	B	WEATHER	n/a
192.918906	3	B	LIQUID	n/a
198.9189811	3	B	PATIENT	n/a
204.9188701	3	B	MANTLE	n/a
210.918565	3	B	CUP	n/a
216.9196928	3	B	RECORD	n/a
