onset	duration	list	word	memory_cue
22.38792652	3	A	CABIN	remember
28.38818401	3	A	FORT	remember
34.38857472	3	A	TEST	remember
40.388755	3	A	DIVE	remember
46.38794484	3	A	TEMPLE	remember
52.3880245	3	A	DRINK	remember
58.38897182	3	A	VEHICLE	remember
64.38857397	3	A	FARM	remember
70.38872866	3	A	TRIAL	remember
76.38801573	3	A	RIFLE	remember
82.38821867	3	A	THROAT	remember
88.38792345	3	A	GIFT	remember
94.38843742	3	A	PRISON	remember
100.3886088	3	A	ENGINE	remember
106.3890747	3	A	DIVING	remember
112.3886703	3	A	SALTY	remember
126.3878434	3	B	BOTTLE	n/a
132.3894135	3	B	SLAVE	n/a
138.3889794	3	B	HAIR	n/a
144.3891418	3	B	MOTOR	n/a
150.3882059	3	B	WITCH	n/a
156.3893692	3	B	JELLY	n/a
162.3890946	3	B	WIZARD	n/a
168.3885325	3	B	ARTIST	n/a
174.3887246	3	B	POST	n/a
180.3893442	3	B	GIANT	n/a
186.3885172	3	B	DRILL	n/a
192.3888087	3	B	BLADE	n/a
198.3962685	3	B	FEVER	n/a
204.3879961	3	B	STABLE	n/a
210.3881889	3	B	RUBBLE	n/a
216.3895432	3	B	OIL	n/a
