onset	duration	list	word	memory_cue
22.91488091	3	A	POLIO	forget
28.91374616	3	A	CHINA	forget
34.91354564	3	A	BLONDE	forget
40.91353338	3	A	RAIL	forget
46.91440282	3	A	GLOBE	forget
52.9142718	3	A	RUSTY	forget
58.91356289	3	A	CASH	forget
64.91337495	3	A	WEAPON	forget
70.92135786	3	A	SPRING	forget
76.91455265	3	A	DOLLAR	forget
82.91384614	3	A	AERIAL	forget
88.91337085	3	A	TABLE	forget
94.91442974	3	A	LION	forget
100.9135104	3	A	POUND	forget
106.9132699	3	A	SPHERE	forget
112.9138635	3	A	JUDGE	forget
126.9142612	3	B	CAFE	n/a
132.9142703	3	B	FRIEND	n/a
138.9137754	3	B	SCRATCH	n/a
144.9134813	3	B	EATING	n/a
150.9134716	3	B	VALLEY	n/a
156.913934	3	B	POWDER	n/a
162.9144316	3	B	CLOTH	n/a
168.9132973	3	B	QUEEN	n/a
174.9145529	3	B	HEROIN	n/a
180.9149287	3	B	MUSIC	n/a
186.9139387	3	B	MINER	n/a
192.9219719	3	B	FLOOR	n/a
198.9143161	3	B	FERRY	n/a
204.9133753	3	B	HEXAGON	n/a
210.9140871	3	B	COFFEE	n/a
216.9133958	3	B	EASEL	n/a
