onset	duration	list	word	memory_cue
24.39561102	3	A	PICTURE	forget
30.39406146	3	A	SCOTCH	forget
36.39421102	3	A	KNIGHT	forget
42.39382954	3	A	DRAIN	forget
48.39492002	3	A	JURY	forget
54.39367756	3	A	BROTHER	forget
60.39414077	3	A	GLASS	forget
66.39380819	3	A	MORNING	forget
72.39517236	3	A	STAIR	forget
78.39337868	3	A	COLUMN	forget
84.39438589	3	A	TEETH	forget
90.39330877	3	A	GREEN	forget
96.39339591	3	A	FIRE	forget
102.3937111	3	A	OCEAN	forget
108.3942867	3	A	CIRCLE	forget
114.3935026	3	A	BIRTH	forget
128.3943562	3	B	SHADOW	n/a
134.3945837	3	B	HUNTER	n/a
140.3946361	3	B	SOCCER	n/a
146.3947325	3	B	CIRCUS	n/a
152.393504	3	B	PARCEL	n/a
158.3940403	3	B	BLUSH	n/a
164.4013202	3	B	NOVEL	n/a
170.4016557	3	B	BUILDER	n/a
176.3937153	3	B	BANK	n/a
182.3937717	3	B	STEAM	n/a
188.3959734	3	B	DAIRY	n/a
194.402299	3	B	DINNER	n/a
200.4020442	3	B	SQUARE	n/a
206.401777	3	B	SCARLET	n/a
212.3943884	3	B	PATH	n/a
218.394012	3	B	TEMPEST	n/a
