onset	duration	list	word	memory_cue
23.91695144	3	A	WRITING	remember
29.91618675	3	A	DRESSER	remember
35.91558486	3	A	LECTURE	remember
41.91590719	3	A	HALL	remember
47.91657034	3	A	MURAL	remember
53.91620298	3	A	MUSCLE	remember
59.91624896	3	A	ROUND	remember
65.91590138	3	A	GROCER	remember
71.91654906	3	A	TAILOR	remember
77.91582951	3	A	BOSOM	remember
83.91652148	3	A	BRANCH	remember
89.91569043	3	A	NURSERY	remember
95.9168463	3	A	MERMAID	remember
101.9165277	3	A	PRIEST	remember
107.9159372	3	A	GARMENT	remember
113.9158897	3	A	SIREN	remember
127.9163045	3	B	CIRCUS	n/a
133.9158765	3	B	PARCEL	n/a
139.9158698	3	B	BUILDER	n/a
145.9163011	3	B	SQUARE	n/a
151.9163022	3	B	PATH	n/a
157.9166567	3	B	SOCCER	n/a
163.9248597	3	B	BANK	n/a
169.9173702	3	B	HUNTER	n/a
175.9165474	3	B	STEAM	n/a
181.9160054	3	B	TEMPEST	n/a
187.9239532	3	B	NOVEL	n/a
193.9247661	3	B	SCARLET	n/a
199.9168518	3	B	DAIRY	n/a
205.915583	3	B	DINNER	n/a
211.9242613	3	B	BLUSH	n/a
217.9236335	3	B	SHADOW	n/a
