onset	duration	list	word	memory_cue
27.28528425	3	A	BRONZE	forget
35.2843818	3	A	KID	forget
41.28473251	3	A	MASTER	forget
47.28423443	3	A	SPONGE	forget
53.28391515	3	A	SIGN	forget
59.28420497	3	A	ANGLE	forget
65.28403927	3	A	PARADE	forget
71.28465047	3	A	OVEN	forget
77.28382586	3	A	JOURNAL	forget
83.28379871	3	A	SMILE	forget
89.28448416	3	A	LEADER	forget
95.28407291	3	A	BRAIN	forget
101.2842409	3	A	SLAP	forget
107.2840382	3	A	ARMY	forget
113.2845291	3	A	WINTER	forget
119.2846981	3	A	GRAVY	forget
133.2837716	3	B	GREEN	n/a
139.2841797	3	B	SCOTCH	n/a
145.2838945	3	B	COLUMN	n/a
151.284214	3	B	JURY	n/a
157.2844276	3	B	MORNING	n/a
163.2838012	3	B	KNIGHT	n/a
169.2843075	3	B	TEETH	n/a
175.2847227	3	B	BROTHER	n/a
181.2838091	3	B	PICTURE	n/a
187.2919069	3	B	OCEAN	n/a
193.2843419	3	B	BIRTH	n/a
199.2843312	3	B	GLASS	n/a
205.2838849	3	B	FIRE	n/a
211.291681	3	B	STAIR	n/a
217.284225	3	B	CIRCLE	n/a
223.2835518	3	B	DRAIN	n/a
