onset	duration	list	word	memory_cue
22.75220568	3	A	ARTIST	forget
28.75175384	3	A	JELLY	forget
34.75292317	3	A	STABLE	forget
40.75229138	3	A	POST	forget
46.75283136	3	A	SLAVE	forget
52.75260686	3	A	MOTOR	forget
58.75255283	3	A	GIANT	forget
64.7530318	3	A	BLADE	forget
70.75212912	3	A	BOTTLE	forget
76.75208826	3	A	WIZARD	forget
82.75183278	3	A	RUBBLE	forget
88.75274526	3	A	HAIR	forget
94.75298918	3	A	WITCH	forget
100.7528411	3	A	DRILL	forget
106.752742	3	A	FEVER	forget
112.7539986	3	A	OIL	forget
126.7524831	3	B	CHART	n/a
132.7528956	3	B	WEDDING	n/a
138.7609842	3	B	HOUND	n/a
144.7520467	3	B	TIRE	n/a
150.7528482	3	B	LUNCH	n/a
156.752466	3	B	DATE	n/a
162.7519957	3	B	CELL	n/a
168.7516741	3	B	MIXER	n/a
174.7519879	3	B	TEACHER	n/a
180.7519424	3	B	HARNESS	n/a
186.7524923	3	B	SLEET	n/a
192.7604165	3	B	ANIMAL	n/a
198.7519984	3	B	GUARD	n/a
204.7525226	3	B	TEAM	n/a
210.7599845	3	B	CUISINE	n/a
216.7596712	3	B	JOCKEY	n/a
